date,ticker,has_news,news_count,sent_compound,sent_compound_std,sent_compound_min,sent_compound_max,sent_positive,sent_negative,positive_ratio,negative_ratio,sent_compound_roll5,sent_compound_std_roll5,sent_compound_min_roll5,sent_compound_max_roll5,sent_positive_roll5,sent_negative_roll5,positive_ratio_roll5,negative_ratio_roll5,emb_pca_0,emb_pca_1,emb_pca_2,emb_pca_3,emb_pca_4,emb_pca_5,emb_pca_6,emb_pca_7,emb_pca_8,emb_pca_9,emb_pca_10,emb_pca_11,emb_pca_12,emb_pca_13,emb_pca_14
2023-11-28,AAPL,1,1.0,0.06695778,0.0,0.06695778,0.06695778,0.079650424,0.012692646,0.0,0.0,-0.11973602026700973,0.4057421922683716,-0.4235739275813103,0.23144117146730422,0.24327041283249856,0.36300643626600504,0.16666666666666666,0.4333333333333334,0.051864527,-0.1104701,0.086632855,0.052059423,0.10896878,0.32143056,0.12540162,-0.16659898,-0.012507379,-0.07349667,0.06936326,-0.016339472,0.052608006,0.073569074,-0.16918072
2023-11-29,AAPL,1,1.0,0.27746448,0.0,0.27746448,0.27746448,0.28822467,0.010760184,0.0,0.0,-0.09501684159040451,0.4057421922683716,-0.39885474890470507,0.2561603501439095,0.2684888668358326,0.36350571159273387,0.16666666666666666,0.4333333333333334,-0.08416869,-0.13389248,-0.02742698,-0.0003637895,0.17255208,-0.009738049,-0.1118441,-0.18337251,0.17632048,0.094815016,-0.11357924,0.0016936185,0.04745678,-0.13278002,-0.06384279
2023-11-30,AAPL,1,4.0,0.49461502,0.17776778,0.35376218,0.7397788,0.50394815,0.009333147,0.5,0.0,-0.007208029925823212,0.19275882840156555,-0.16347436755895614,0.21725978404283525,0.2722429998219013,0.2794510355219245,0.16666666666666666,0.3333333333333333,-0.072355606,0.023000713,0.037531916,0.02061399,0.05538494,0.22910123,0.1896102,-0.06171052,-0.14896758,0.20371039,0.044894412,0.0039973427,0.061182957,0.078349136,-0.021041567
2023-12-01,AAPL,1,2.0,-0.2907867,0.509267,-0.65089285,0.06931943,0.062105693,0.3528924,0.0,0.5,0.11689744144678116,0.2946122229099274,-0.11139012426137924,0.4133864834904671,0.27943623065948486,0.16253878977149724,0.16666666666666666,0.2333333333333333,-0.07076242,0.048608385,0.15065607,-0.21111865,-0.073893435,0.083991654,-0.08327696,0.023943007,-0.0243183,0.04233454,-0.013390487,-0.033809036,-0.028340302,0.07864772,-0.031394094
2023-12-04,AAPL,1,6.0,-0.4090583,0.5955222,-0.9512619,0.2451715,0.076864295,0.48592257,0.0,0.5,0.027838452160358428,0.25651139616966245,-0.180794058740139,0.2797384008765221,0.2021586462855339,0.17432019021362066,0.09999999999999999,0.2,0.059932124,0.07726858,-0.012569311,-0.049867496,0.048660558,0.14135344,0.0359324,-0.01636845,0.03853621,0.088572435,0.12524658,0.025676625,0.07023936,-0.013665446,0.06861929
2023-12-05,AAPL,1,1.0,-0.94452816,0.0,-0.94452816,-0.94452816,0.010455515,0.95498365,0.0,1.0,-0.17445873618125915,0.25651139616966245,-0.38309124708175657,0.07744121253490448,0.18831966444849968,0.3627783913165331,0.09999999999999999,0.4,0.035704337,0.039574247,-0.10173554,-0.105659544,-0.020745803,-0.09549588,-0.18047996,-0.050652355,0.16235644,0.28221023,0.18269984,0.10813964,0.047042422,-0.052289367,0.19952226
2023-12-06,AAPL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.22995163202285768,0.25651139616966245,-0.4385841429233551,0.02194831669330597,0.13067473098635674,0.36062635444104674,0.09999999999999999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-07,AAPL,1,1.0,-0.16651624,0.0,-0.16651624,-0.16651624,0.14922601,0.31574225,0.0,0.0,-0.3621778845787048,0.22095783948898315,-0.5426398277282715,-0.15931069552898408,0.059730302542448044,0.42190817594528196,0.0,0.4,0.033610888,0.0477015,0.090843394,-0.16512471,-0.054518037,-0.15827504,-0.061967723,-0.035615318,0.006349638,-0.18748645,0.24463184,0.09160402,0.099842906,-0.105966106,0.20532912
2023-12-08,AAPL,1,8.0,0.31921786,0.544172,-0.75712115,0.9224488,0.43567497,0.1164571,0.5,0.125,-0.24017696976661682,0.2279388427734375,-0.563885486125946,0.011315181851387024,0.1344441570341587,0.37462111562490463,0.09999999999999999,0.325,0.02667415,0.085244045,0.03603527,-0.0139474,-0.012121764,0.2190638,0.0646418,-0.060946696,0.021902667,0.0775233,-0.0070450013,0.03465844,0.024992948,-0.024609473,0.015356016
2023-12-11,AAPL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15836530923843384,0.10883439779281616,-0.3736331105232239,-0.037719118595123294,0.11907129809260368,0.277436600625515,0.09999999999999999,0.225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-12,AAPL,1,3.0,0.34619835,0.3324208,0.05575528,0.70875764,0.36640152,0.020203117,0.3333333333333333,0.0,0.09977999329566956,0.17531855702400206,-0.17357642203569412,0.2929380416870117,0.19026049971580505,0.09048049375414849,0.16666666666666666,0.025,-0.10112426,0.11528877,0.23214465,-0.14508261,-0.053644016,0.27142495,0.07866923,0.010949324,-0.07763208,-0.037286,-0.10040101,0.017941201,-0.10214538,0.09954307,-0.08889737
2023-12-13,AAPL,1,9.0,0.042447507,0.5441163,-0.9508229,0.91222036,0.28050226,0.23805475,0.2222222222222222,0.2222222222222222,0.1082694947719574,0.2841418206691742,-0.36374099999666215,0.4753821134567261,0.2463609516620636,0.13809144422411918,0.21111111111111108,0.06944444444444445,0.00982276,0.009498845,0.09492353,-0.11740686,0.015046143,0.1800256,0.01571725,-0.019392597,-0.06864178,0.042860687,-0.010060958,0.0404084,-0.012572285,0.04331799,-0.04980015
2023-12-14,AAPL,1,1.0,0.10802021,0.0,0.10802021,0.10802021,0.11931805,0.011297844,0.0,0.0,0.16317678540945052,0.2841418206691742,-0.308833709359169,0.5302894040942192,0.2403793603181839,0.07720256224274635,0.21111111111111108,0.06944444444444445,-0.14554688,0.029878596,0.32019863,-0.25760517,-0.061932728,0.28566062,0.064823315,0.23333198,0.03628561,0.097649775,-0.053603586,0.023792742,-0.1190384,0.19944534,-0.10548279
2023-12-15,AAPL,1,1.0,-0.94237876,0.0,-0.94237876,-0.94237876,0.015752418,0.9581312,0.0,1.0,-0.08914253860712051,0.17530742287635803,-0.34588523209095,0.15732388943433762,0.15639485083520413,0.245537381619215,0.11111111111111109,0.24444444444444446,-0.08730378,0.19275579,0.008070851,-0.12749842,-0.1780122,-0.060932875,-0.09042962,0.02883251,0.18486282,0.10235276,-0.17182685,-0.11420622,-0.27868927,0.12207829,-0.020684348
2023-12-18,AAPL,1,4.0,-0.7621887,0.19846933,-0.9266717,-0.5228311,0.02897099,0.7911597,0.0,1.0,-0.24158027321100234,0.21500128805637359,-0.5312195688486099,0.05275767296552658,0.16218904890120028,0.40376931950449946,0.11111111111111109,0.4444444444444445,-0.059614398,0.14736517,0.12616989,-0.16252062,-0.04460346,0.09258606,0.07139984,0.060052022,-0.060145058,-0.09103854,-0.0055317655,0.038299076,-0.052940406,0.08604499,-0.04962157
2023-12-19,AAPL,1,5.0,-0.49406585,0.5518211,-0.9549018,0.1196906,0.058983684,0.5530495,0.0,0.6,-0.40963311344385145,0.25888135135173795,-0.7333509877324105,-0.0650557354092598,0.10070548094809055,0.5103385969996452,0.04444444444444443,0.5644444444444445,0.042909432,0.008689163,0.18010624,-0.070302434,-0.009470494,0.26412106,0.04736033,-0.044152535,-0.100478865,-0.05174575,-0.016361672,0.0050775544,0.006337905,-0.027743438,-0.034690272
2023-12-20,AAPL,1,5.0,0.042274565,0.7625566,-0.86953753,0.9164877,0.36818975,0.3259152,0.4,0.4,-0.40966770201921465,0.30256941020488737,-0.7170939162373543,-0.06420226842164993,0.11824297942221165,0.5279106840491294,0.07999999999999999,0.6,0.015920121,-0.043373734,0.05504035,-0.07438913,-0.0054390403,0.2136896,0.05363044,-0.08320378,-0.023818059,-0.08005839,-0.014188545,-0.035530947,0.06718935,0.03524153,-0.03128887
2023-12-21,AAPL,1,4.0,-0.8885608,0.043837328,-0.950775,-0.8477661,0.020465456,0.9090262,0.0,1.0,-0.6089838981628418,0.3113368757069111,-0.9288529634475708,-0.2553595304489136,0.09847245998680591,0.7074563562870025,0.07999999999999999,0.8,-0.06684628,0.2262174,0.25403386,-0.054424725,-0.09017704,0.17961466,-0.014843617,0.007298423,-0.05390054,-0.020806279,-0.053834032,0.23116565,-0.09800124,-0.022254407,-0.022410762
2023-12-22,AAPL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.42050814628601074,0.3113368757069111,-0.7403772115707398,-0.06688377857208253,0.09532197639346122,0.5158301174640656,0.07999999999999999,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-26,AAPL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2680704116821289,0.27164301052689555,-0.5550428748130798,0.03768243789672852,0.08952777832746506,0.35759817957878115,0.07999999999999999,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-12-27,AAPL,1,4.0,0.069445945,0.31600276,-0.23296168,0.49567863,0.308169,0.23872307,0.25,0.25,-0.15536805242300034,0.22447933927178382,-0.4106548488140106,0.11288004517555236,0.13936484307050706,0.29473289251327517,0.12999999999999998,0.33,-0.02461243,0.17542405,0.22702852,-0.08296982,-0.060325116,0.23368524,-0.066308156,-0.033259295,-0.028915621,-0.04829605,-0.08673566,0.13036394,-0.05270183,0.0075056246,0.030211238
2023-12-28,AAPL,1,4.0,-0.4338833,0.43216646,-0.7900101,0.19547988,0.102143824,0.53602713,0.0,0.75,-0.2505996271967888,0.158401308208704,-0.3947493612766266,-0.03132151663303375,0.08615565747022629,0.3367552816867828,0.04999999999999999,0.4,-0.014622987,0.112369336,0.18099256,-0.17873089,-0.01942923,0.28381285,-0.05304019,0.026679097,-0.032120377,0.034555554,0.0031601079,0.1028197,0.058026418,0.050111,0.13694154
2023-12-29,AAPL,1,2.0,0.27132463,0.9200043,-0.37921667,0.92186594,0.49875623,0.22743161,0.5,0.0,-0.01862254589796066,0.33363470435142517,-0.28043769001960756,0.3226048916578293,0.18181381225585938,0.2004363626241684,0.15,0.2,0.36798888,-0.06984766,-0.0216932,-0.08650993,0.039542906,0.14157629,0.13094875,0.02306478,-0.09315972,0.010374915,0.013962563,-0.03518463,0.10774949,-0.09627684,-0.03286629
2024-01-02,AAPL,1,5.0,-0.6459609,0.43353888,-0.96361804,-0.10474214,0.021154959,0.66711587,0.0,0.6,-0.14781473129987716,0.420342481136322,-0.4731612980365753,0.3016564637422562,0.18604480400681495,0.33385953605175017,0.15,0.32,0.27084827,-0.019567782,0.029926306,-0.00835675,-0.034519374,0.24847594,0.013890035,-0.10486796,0.03731528,-0.0028412573,0.04813657,0.0013016522,-0.081583776,0.045961104,-0.058087915
2024-01-03,AAPL,1,2.0,-0.8228248,0.2005498,-0.9646349,-0.68101466,0.07542838,0.89825314,0.0,1.0,-0.31237968653440473,0.4604524403810501,-0.6660882771015167,0.1654535323381424,0.20113048031926156,0.5135101646184921,0.15,0.52,0.140097,0.029087503,-0.088310346,-0.025065696,-0.10919108,0.16700864,0.08976561,-0.17916784,0.15154688,-0.04851017,0.20483634,0.049258493,-0.062400166,0.040518634,-0.02938534
2024-01-04,AAPL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3262688755989075,0.3972518891096115,-0.619495940208435,0.06631780564785003,0.13949667885899544,0.4657655507326126,0.1,0.47000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-05,AAPL,1,2.0,-0.49937803,0.6615367,-0.9671551,-0.031600963,0.03387019,0.53324825,0.0,0.5,-0.33936781883239747,0.4431259363889694,-0.6549249410629272,0.02090163603425026,0.1258419521152973,0.46520977318286894,0.1,0.42000000000000004,0.15575843,0.116283596,0.09861905,-0.071430266,-0.09453021,0.10058619,0.044613138,-0.131349,-0.06720613,-0.084185466,-0.03338582,0.049873136,0.0057845507,-0.06220816,0.053877953
2024-01-08,AAPL,1,9.0,0.02751657,0.62715703,-0.96611285,0.9069058,0.2537657,0.22624911,0.2222222222222222,0.2222222222222222,-0.38812943175435066,0.3845564812421799,-0.7723041772842407,0.0179096020758152,0.07684384658932686,0.46497327387332915,0.04444444444444444,0.4644444444444444,-0.018349309,-0.03440451,0.04535556,0.07672706,-0.031175027,0.25712955,0.045371782,-0.092988715,-0.008296117,0.06197181,-0.026543505,-0.0940894,-0.034549057,0.0106765665,0.05402161
2024-01-09,AAPL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25893724635243415,0.297848704457283,-0.579580569267273,0.03885802999138832,0.07261285483837128,0.3315501004457474,0.04444444444444444,0.34444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-10,AAPL,1,4.0,0.11014171,0.6774603,-0.88644546,0.53685015,0.3520823,0.24194062,0.5,0.25,-0.07234394922852516,0.3932308077812195,-0.5639426827430725,0.28243099227547647,0.12794364094734192,0.2002875953912735,0.14444444444444443,0.19444444444444448,0.5065158,-0.20665233,-0.045524217,-0.18087049,0.091283634,0.09344905,0.0041737426,0.10444758,-0.113595374,-0.0020382414,-0.011300024,0.029261284,-0.052928172,0.009672981,0.03381817
2024-01-11,AAPL,1,2.0,-0.87842965,0.027183326,-0.8976512,-0.85920817,0.028607171,0.90703684,0.0,1.0,-0.24802987948060035,0.39866747297346594,-0.7434729218482972,0.11058935895562172,0.1336650751531124,0.38169496357440946,0.14444444444444443,0.3944444444444445,-0.062021933,0.07945776,0.13233301,-0.15526557,-0.11095059,0.28343332,0.1490118,-0.056796413,-0.104641,-0.120868385,0.06968361,0.019032367,-0.026569407,-0.018540904,0.0004886463
2024-01-12,AAPL,1,5.0,-0.62437856,0.3777394,-0.90398836,0.017297251,0.02620422,0.65058273,0.0,0.8,-0.27302998676896095,0.34190801419317723,-0.7308395743370056,0.1203690018504858,0.13213188089430333,0.4051618605852127,0.14444444444444443,0.45444444444444443,0.67948467,-0.32330734,-0.11150004,-0.2072256,0.13388675,0.040480603,0.005687007,0.17038839,-0.09439349,-0.006276651,-0.037198827,-0.0052948967,-0.025865372,-0.022928197,0.009918811
2024-01-16,AAPL,1,9.0,-0.3953898,0.46642974,-0.91662234,0.22229007,0.14717089,0.5425607,0.1111111111111111,0.5555555555555556,-0.35761125981807707,0.3097625557333231,-0.7209414720535279,-0.01655413843691349,0.11081291772425175,0.4684241771697998,0.12222222222222223,0.5211111111111111,0.011501651,0.013589303,0.10192635,-0.12982297,0.016823806,0.16583353,-0.026249457,-0.121137895,-0.09318842,-0.027396284,-0.022775017,0.0680555,-0.049663235,-0.006846419,0.007873182
2024-01-17,AAPL,1,6.0,-0.12795566,0.90016615,-0.9631345,0.8499503,0.3565509,0.48450652,0.3333333333333333,0.5,-0.38320239186286925,0.48979578651487826,-0.913568377494812,0.15343592427670955,0.18212309814989566,0.5653254806995391,0.18888888888888888,0.6211111111111112,-0.0056489594,0.10380104,0.113431424,-0.049436618,-0.05847745,0.24465519,0.07443085,-0.105938576,-0.028415024,-0.02408789,-0.033043947,0.047264468,0.061265975,-0.0028523859,-0.038818914
2024-01-18,AAPL,1,4.0,-0.4483272,0.9176709,-0.9343019,0.9277169,0.24851252,0.69683975,0.25,0.75,-0.4948961764574051,0.5378379050642252,-0.9231396675109863,0.23160927556455135,0.16140914000570775,0.6563053071498871,0.1388888888888889,0.7211111111111111,-0.023176167,0.13540773,0.21146876,-0.039059523,-0.07093744,0.23918805,-0.012612235,-0.06968133,-0.10132305,-0.033687185,-0.08516665,0.05905564,-0.05513011,-0.044896577,-0.025286827
2024-01-19,AAPL,1,9.0,0.12289066,0.6708692,-0.9588613,0.7572621,0.3923948,0.26950416,0.4444444444444444,0.2222222222222222,-0.29463211447000504,0.6665750741958618,-0.9353816866874695,0.5549033310264349,0.2341666679829359,0.528798770904541,0.22777777777777777,0.5655555555555556,0.075822815,0.062612824,0.15961033,-0.19972941,-0.051893353,0.22676378,0.063456446,0.09965198,-0.105569884,-0.023903133,-0.051943067,-0.022740804,-0.07959771,0.08431525,-0.039334543
2024-01-22,AAPL,1,1.0,0.028814375,0.0,0.028814375,0.028814375,0.16798645,0.13917208,0.0,0.0,-0.16399352699518205,0.5910271942615509,-0.7488211393356323,0.5572067558765411,0.2625231146812439,0.4265166401863098,0.22777777777777777,0.4055555555555556,0.026881218,0.11258529,0.17481884,-0.0013608076,-0.040887438,0.36197162,0.11974743,-0.05928074,-0.17803098,-0.021580413,-0.018256407,-0.040261433,0.0241481,0.08740393,-0.06819074
2024-01-23,AAPL,1,3.0,0.25852227,0.9702716,-0.85626364,0.9126948,0.56483644,0.3063142,0.6666666666666666,0.3333333333333333,-0.03321111351251602,0.6917955636978149,-0.7367493987083436,0.6952877044677734,0.34605622589588164,0.37926734089851377,0.33888888888888885,0.3611111111111111,-0.054291856,0.1404114,0.10356769,-0.063632466,-0.08234277,0.06911501,0.040055204,-0.106272526,-0.03562885,0.06816088,-0.055498213,0.04003707,-0.029595034,-0.06109026,-0.0022902153
2024-01-24,AAPL,1,4.0,0.06190894,0.70109844,-0.788797,0.9283679,0.28567085,0.22376193,0.25,0.25,0.004761806875467301,0.6519820213317871,-0.7018818974494934,0.710971224308014,0.3318802148103714,0.32711842358112336,0.32222222222222224,0.31111111111111117,0.2774892,-0.09972376,0.094053,-0.13531896,0.006598532,0.14883974,0.043367263,0.052481145,-0.099071436,0.08306683,-0.08131263,-0.038009,-0.01990141,0.020077467,0.03241542
