date,ticker,sma_5,obv,month,volume_sma_20,macd_signal,macd,atr_14,close_to_sma20,volume_ratio,market_return,market_volatility,rsi_14,log_return_1d,return_20d,volatility_5d,sma5_to_sma20,bb_pctb,return_lag_2,volume_change,price_range_pct,return_lag_1,close_to_sma5,relative_return,macd_hist,volatility_10d,volatility_20d,is_month_start,is_month_end,return_5d,return_10d,return_lag_4,price_range,stoch_k,bb_width,return_lag_3,return_lag_5,stoch_d,day_of_week,open,high,low,close,volume,target_next_close,target_next_return,target_direction,is_outlier
2024-01-17,AAPL,184.8019989013672,-155979600,1,50623130.0,-1.5711216201422893,-2.180866224007474,3.0606352148611893,-0.032399914745010354,0.9346992175315908,-0.006719138608564672,0.00694111409523191,35.183379669286126,-0.005186941897946375,-0.07536576452114263,0.00687390881237292,-0.021160296357064186,0.2040357849613815,0.0017781229460980263,-0.2787311555873969,0.014396703139194441,-0.012317089655153213,-0.011482593468691371,0.0015456256653094847,-0.6097446038651846,0.010661496200705306,0.011052676592580574,0,0,-0.01328727839460464,-0.015944875692734173,0.005671400319862574,2.6299896240234375,17.322246758430012,10.947240611768791,-0.0032225473744457167,-0.002263409002323802,26.31015538526317,2,181.27000427246097,182.92999267578125,180.3000030517578,182.67999267578125,47317400,188.6300048828125,0.032570683411353496,1,False
2024-01-18,AAPL,185.28999938964844,-77973800,1,51735825.0,-1.616638099978664,-1.7987040193241626,3.3034474647901892,0.001040179847609075,1.5077714523736696,0.013245421842330478,0.015213494556999106,51.047352903838224,0.032051502019659395,-0.03706158828657169,0.017433342044871618,-0.016684888344199043,0.5099915032409437,-0.012317089655153213,0.6485647985730407,0.017547566521297103,-0.005173512943255187,0.018025827104356136,0.01932526156902302,-0.18206591934549854,0.014877016604470022,0.013652980317228745,0,0,0.013104905791996524,0.023772075347693322,-0.0032225473744457167,3.30999755859375,58.38511736837073,10.410644149586812,0.0017781229460980263,0.005671400319862574,33.19531277697576,3,186.08999633789065,189.13999938964844,185.8300018310547,188.6300048828125,78005800,191.55999755859375,0.015533014896551123,1,False
2024-01-19,AAPL,186.48399963378907,-9232800,1,53137170.0,-1.5423223851086894,-1.2450595256287897,3.304629221978725,0.01804266563897471,1.2936518824769931,0.01751277306443891,0.012374411657646465,56.671224121259364,0.015413612486248647,-0.027317989317143243,0.017846031879795752,-0.008933647390917761,0.6858739417485096,-0.005173512943255187,-0.11877065551535915,0.016339474127765357,0.032570683411353496,0.027219482286806127,-0.0019797581678877886,0.2972628594798996,0.014352036373340284,0.014115360856804052,0,0,0.03216768866051334,0.05304817603329215,0.0017781229460980263,3.1299896240234375,80.04218418425486,9.706936577149003,-0.012317089655153213,-0.0032225473744457167,51.916516103685204,4,189.3300018310547,191.9499969482422,188.82000732421875,191.55999755859375,68741000,193.88999938964844,0.01216330058858972,1,False
2024-01-22,AAPL,188.0779998779297,50901100,1,53531725.0,-1.356104841623948,-0.6112346676849825,3.337870297013169,0.030682870031273613,1.1233320054603135,-0.0024450847378639944,0.008536797844970304,60.552325628588314,0.012089922065442798,-0.004824731471395061,0.017766413316736267,-0.00021262925293777884,0.8205382550835824,0.032570683411353496,-0.12521057302046812,0.015833757975568297,0.015533014896551123,0.030902069968262974,0.014608385326453715,0.7448701739389656,0.01409838225032167,0.014237847950150288,0,0,0.04286790716005062,0.07015127071238791,-0.012317089655153213,3.0700073242187784,90.50130545149297,9.572295831982009,-0.005173512943255187,0.0017781229460980263,76.30953566803952,0,192.3000030517578,195.3300018310547,192.2599945068359,193.88999938964844,60133900,195.17999267578125,0.006653222395139657,1,False
2024-01-23,AAPL,190.38799743652345,93256700,1,53325380.0,-1.0858393044902772,-0.004777155955594026,3.2365937164368934,0.0374023664744234,0.7942859478919794,0.0060202825657317115,0.0025552761214082654,62.55227889165271,0.006631187392870378,0.002568317335170045,0.013771068013309191,0.011932403425505509,0.8875503735523851,0.015533014896551123,-0.29564521842089075,0.009837064458418508,0.01216330058858972,0.025169628883015497,0.0006329398294079459,1.0810621485346832,0.01273455288712492,0.014317247747047662,0,0,0.06289815109649233,0.051843043995243754,-0.005173512943255187,1.9199981689453125,96.34141683422277,9.650969016384584,0.032570683411353496,-0.012317089655153213,88.9616354899902,1,195.02000427246097,195.75,193.8300018310547,195.17999267578125,42355600,194.5,-0.0034839261261312426,0,False
2024-01-24,AAPL,192.7519989013672,39625400,1,54150805.0,-0.7854359178445796,0.41617762873821107,3.1511233470429616,0.0335409328565034,0.9904063291395206,0.007901798194979557,0.010629922487731144,60.80235049346212,-0.0034900091293561765,0.004648728657597134,0.013244246406402803,0.024252343210667153,0.8432398235452726,0.01216330058858972,0.2662150931635958,0.01048847580936682,0.006653222395139657,0.009068653547542608,-0.0113857243211108,1.2016135465827906,0.012818955332980289,0.014280842938512903,0,0,0.06470334901532859,0.05055633920929403,0.032570683411353496,2.0400085449218466,88.40219553268777,9.771865196195515,0.015533014896551123,-0.005173512943255187,91.74830593946784,2,195.4199981689453,196.3800048828125,194.33999633789065,194.5,53631300,194.1699981689453,-0.0016966675118492702,0,False
2024-01-25,AAPL,193.85999755859376,-15196700,1,55445945.0,-0.48536517205718543,0.7149178110923913,3.151757655261993,0.03148041632685908,0.9887485910827203,-0.011397180698930556,0.04894265443816838,59.92617619900693,-0.001698108482301312,0.005801580416899599,0.008341713874859259,0.02983361423774962,0.8177404716243234,0.006653222395139657,0.02220345208861252,0.01627441773656462,-0.0034839261261312426,0.0015990952968925635,0.009700513187081285,1.2002829831495767,0.012987817899268594,0.014269763633989187,0,0,0.029369629129652797,0.042859421144539445,0.015533014896551123,3.1600036621094034,86.36640469755888,9.90758783919713,0.01216330058858972,0.032570683411353496,90.37000568815648,3,195.22000122070312,196.27000427246097,193.11000061035156,194.1699981689453,54822100,192.4199981689453,-0.009012720896651283,0,False
2024-01-26,AAPL,194.03199768066406,-59790700,1,55271260.0,-0.22804710596685657,0.801225158394459,3.128060113131112,0.022382207196670258,0.8068207600116227,-0.0006023784588640645,0.00673146904688127,55.36951013237944,-0.00905358115900819,-0.003779424025922129,0.008428849239870369,0.03094721932884974,0.7276149826017655,-0.0034839261261312426,-0.18656892019824123,0.014655400126101748,-0.0016966675118492702,-0.00830790555675133,-0.00841034243778722,1.0292722643613155,0.01347925011323127,0.014423434837856686,0,0,0.004489458244477662,0.036801562400053944,0.01216330058858972,2.819992065429659,75.37309537975686,9.833362874811323,0.006653222395139657,0.015533014896551123,83.3805652033345,4,194.27000427246097,194.7599945068359,191.94000244140625,192.4199981689453,44594000,191.72999572753903,-0.003585918553020928,0,False
2024-01-29,AAPL,193.5999969482422,-106936300,1,55926045.0,-0.021503449952073928,0.8046711741070567,3.1074841291853628,0.019216953072431795,0.8429989998398778,0.016533202873214487,0.013989390356987725,53.63770862013677,-0.00359236337062893,-0.009556803833126515,0.005670364123694886,0.029157687380459756,0.6992370053261945,-0.0016966675118492702,0.05721845988249541,0.01366502464700769,-0.009012720896651283,-0.00965909736663422,-0.020119121426235415,0.8261746240591306,0.013669677853976969,0.01443284822453285,0,0,-0.011140356227288373,0.031249987176281024,0.006653222395139657,2.6199951171875,71.08203590939225,9.645272995831995,-0.0034839261261312426,0.01216330058858972,77.607178662236,0,192.0099945068359,192.1999969482422,189.5800018310547,191.72999572753903,47145600,188.0399932861328,-0.01924582758897031,0,False
2024-01-30,AAPL,192.1719970703125,-162795700,1,56587575.0,0.08356560663476455,0.5038418329821184,3.194806822176029,0.000795649249926059,0.9871318924693274,-0.006194696060765075,0.009365538252914578,45.45064454707005,-0.019433439595096205,-0.023321069556080376,0.007164761470048858,0.02278720188521443,0.5084524313762228,-0.009012720896651283,0.18482742822235787,0.023027026088359298,-0.003585918553020928,-0.021501591528280038,-0.013051131528205235,0.42027622634735384,0.014679883136956758,0.01500653882178114,0,0,-0.03658161521457215,0.024015619920800146,-0.0034839261261312426,4.3300018310546875,48.13426214558667,9.41325891345626,-0.0016966675118492702,0.006653222395139657,64.86313114491192,1,190.94000244140625,191.8000030517578,187.47000122070312,188.0399932861328,55859400,184.3999938964844,-0.01935758093816553,0,False
2024-01-31,AAPL,190.15199584960936,-218263500,1,55236530.0,0.061259929367805034,-0.027962779700033025,3.230176847921828,-0.018253375904094638,1.0041869031237118,-0.03033021679775278,0.019879778321235744,39.10909890023707,-0.019547392428298827,-0.006679624527262229,0.008402821397715428,0.012370315452660577,0.3078749493697173,-0.003585918553020928,-0.007010458400913744,0.014913232597739414,-0.01924582758897031,-0.030249495554462658,0.01097263585958725,-0.08922270906783805,0.016115738862132477,0.013366290174226077,0,1,-0.05192805194609562,0.009415378200478663,-0.0016966675118492702,2.75,25.49745259859633,9.500778708561363,-0.009012720896651283,-0.0034839261261312426,48.23791688452508,2,187.0399932861328,187.1000061035156,184.3500061035156,184.3999938964844,55467800,186.86000061035156,0.013340600842145944,1,False
2024-02-01,AAPL,188.68999633789062,-153378100,2,55560075.0,-0.0006041163662832999,-0.24806029930263662,3.2230206176433716,-0.005847006573889312,1.1678421960373524,0.015349297689718044,0.007375268372591333,44.72246549373362,0.013252398607999458,0.014165539269207938,0.013513692724373466,0.0038891366592664002,0.43744817122242086,-0.01924582758897031,0.16978499237395384,0.01675045281922173,-0.01935758093816553,-0.009698424733985633,-0.0020086968475721,-0.24745618293635332,0.012728461818958177,0.013582417505697386,1,0,-0.03764741014331885,-0.009383471487267148,-0.009012720896651283,3.1299896240234375,40.796000072118645,9.347459040214495,-0.003585918553020928,-0.0016966675118492702,38.14257160543388,3,183.9900054931641,186.9499969482422,183.82000732421875,186.86000061035156,64885400,185.8500061035156,-0.0054050867148505155,0,False
2024-02-02,AAPL,187.3759979248047,-255896100,2,57086795.0,-0.10013206115008336,-0.49824384028528357,3.5699478471727515,-0.012255746020099184,1.7958268632877359,0.04974073473641822,0.0742628176149181,42.970952405787784,-0.00541974704682176,0.021659075158530827,0.013513867729979237,-0.004145497951239333,0.3627649502402965,-0.01935758093816553,0.5799856362140019,0.0434759298665519,0.013340600842145944,-0.008144009041656915,-0.055145821451268735,-0.39811177913520024,0.011381382270260426,0.013295992370719437,0,0,-0.03414401895826469,-0.029807848861198694,-0.003585918553020928,8.080001831054688,38.528921320610685,8.930478067781378,-0.01924582758897031,-0.009012720896651283,34.94079133044189,4,179.86000061035156,187.3300018310547,179.25,185.8500061035156,102518000,187.67999267578125,0.009846577950857638,1,False
2024-02-05,AAPL,186.5659973144531,-186227300,2,57455070.0,-0.18862500067265187,-0.5425967587629259,3.5585232625253655,-0.004249794736453155,1.2125788028802331,-0.0035155216350669333,0.02903133496153986,47.01965612579995,0.00979841629578317,0.03587592594526501,0.015512527729186328,-0.010160180248996245,0.4484996316886507,0.013340600842145944,-0.3204237304668448,0.01816924443299695,-0.0054050867148505155,0.0059710524820368,0.013362099585924572,-0.35397175809027404,0.011058260254706458,0.013373391500697317,0,0,-0.02112347124605951,-0.032028504478909925,-0.01924582758897031,3.4100036621093466,49.211852147453484,8.251969599053552,-0.01935758093816553,-0.003585918553020928,42.84559118006094,0,188.1499938964844,189.25,185.83999633789065,187.67999267578125,69668800,189.3000030517578,0.0086317691773099,1,False
2024-02-06,AAPL,186.81799926757813,-142736500,2,56672385.0,-0.239286232643389,-0.4419311605263374,3.485771121354467,0.0033498237757772858,0.7674072654609472,6.546886761092465e-05,0.01282912837609868,50.378170610026416,0.008594728456425801,0.02015523573168343,0.013632744139493391,-0.009805580446728728,0.5412222214312111,-0.0054050867148505155,-0.37574925935282366,0.01341781957308425,0.009846577950857638,0.013285678006992917,0.008566300309698975,-0.2026449278829484,0.011269716259686497,0.012425708814632496,0,0,0.006700754151313326,-0.0301259854732695,-0.01935758093816553,2.539993286132784,58.669002843318204,8.126257293938522,0.013340600842145944,-0.01924582758897031,48.803258770460786,1,186.86000061035156,189.30999755859375,186.77000427246097,189.3000030517578,43490800,189.41000366210935,0.0005810914346444651,1,False
2024-02-07,AAPL,187.82000122070312,-89297500,2,57202245.0,-0.2612791605293709,-0.3492508720732985,3.411073358501023,0.0027980768229499678,0.9342115855767549,0.016205772630354515,0.01139479217778642,50.60713012459827,0.0005809226663934482,0.023063650678069703,0.007636119806622692,-0.00561991251002275,0.5352483044220293,0.009846577950857638,0.22874263062532774,0.01288212023774097,0.0086317691773099,0.008465565068002799,-0.01562468119571005,-0.08797171154392763,0.011323381680192406,0.012401787787462046,0,0,0.02716925125516756,-0.026169646981442973,0.013340600842145944,2.44000244140625,59.31115450120771,7.938188428721249,-0.0054050867148505155,-0.01935758093816553,55.73066983065979,2,190.63999938964844,191.0500030517578,188.61000061035156,189.41000366210935,53439000,188.32000732421875,-0.005754692554861274,0,False
2024-02-08,AAPL,188.11200256347655,-130259500,2,56910700.0,-0.2809451920963068,-0.3596093183640505,3.3238529173664655,-0.003534571728633866,0.7197592016966933,-0.0003169599902005065,0.005918024935789639,48.232268862456365,-0.005771314598571411,0.011439953031220362,0.007443969524633798,-0.004635195905217586,0.45487042965222196,0.0086317691773099,-0.23348116544097008,0.011629073372150269,0.0005810914346444651,0.0011057495423345445,-0.005437732564660768,-0.07866412626774372,0.011360448834438918,0.012448707961021783,0,0,0.007813372091931337,-0.030128191275134775,-0.0054050867148505155,2.189987182617216,52.948072030727786,7.832052690499173,0.009846577950857638,0.013340600842145944,56.9760764584179,3,189.38999938964844,189.5399932861328,187.3500061035156,188.32000732421875,40962000,188.8500061035156,0.0028143519471321987,1,False
2024-02-09,AAPL,188.71200256347657,-85104300,2,56712040.0,-0.28902569235623543,-0.3213476933959498,3.22857810135201,-0.001591286052107165,0.7962189334046175,0.01708613860352323,0.013757366733292052,49.47385599563508,0.002810399073472704,0.017565654560872224,0.006341770321335388,-0.0023208806111621053,0.4792018119988496,0.0005810914346444651,0.10236804843513503,0.010537492342326408,-0.005754692554861274,0.000731291800014696,-0.01427178665639103,-0.03232200103971439,0.011279842900116339,0.012423231101298374,0,0,0.01614204951023268,-0.018553123892534606,0.009846577950857638,1.990005493164091,56.04205117972747,7.651080238428196,0.0086317691773099,-0.0054050867148505155,56.10042590388766,4,188.6499938964844,189.9900054931641,188.0,188.8500061035156,45155200,187.1499938964844,-0.009001917670573678,0,False
2024-02-12,AAPL,188.6060028076172,-126886200,2,56778900.0,-0.31588496672774397,-0.42332206421377805,3.145109152497066,-0.010900470893268347,0.7358701912153987,-0.00976617260279365,0.010086599631811112,45.688660203022756,-0.00904267974037218,0.006615725794174132,0.006989756238465158,-0.0032053719066597523,0.35567804392242264,-0.005754692554861274,-0.07470457444546807,0.010045444531792826,0.0028143519471321987,-0.007719843957553935,0.000764254932219972,-0.10743709748603408,0.011502234506639186,0.01261747220495813,0,0,-0.002823949275256088,-0.02388776890999944,0.0086317691773099,1.8800048828125,46.1178729984538,7.552884668088214,0.0005810914346444651,0.009846577950857638,51.70266540296969,0,188.4199981689453,188.6699981689453,186.7899932861328,187.1499938964844,41781900,185.0399932861328,-0.01127438246948953,0,False
2024-02-13,AAPL,187.75400085449218,-183415700,2,56325225.0,-0.3860502670271674,-0.6667114682248609,3.180458455150739,-0.022416199031046746,1.0036267054414785,-0.016100655039034018,0.007416116750807018,41.449789745905896,-0.011338420097622622,0.007678420551260778,0.006063153754714831,-0.008077840131343491,0.19470013927119922,0.0028143519471321987,0.352966236576125,0.014591506187833512,-0.009001917670573678,-0.014455125089252811,0.0048262725695444875,-0.28066120119769356,0.010427605773912246,0.012564179605508395,0,0,-0.02250401319042894,-0.01595405289892249,0.0005810914346444651,2.7000122070312784,34.01875342358902,7.342354817174042,-0.005754692554861274,0.0086317691773099,45.39289253392343,1,185.77000427246097,186.2100067138672,183.5099945068359,185.0399932861328,56529500,184.1499938964844,-0.004809767736384307,0,False
2024-02-14,AAPL,186.70199890136718,-238046200,2,56690880.0,-0.4930002982298461,-0.9208004230405606,3.1739968753464454,-0.027495781011054335,0.9636558825687659,0.014433521283314052,0.01238129041239338,39.77358053754491,-0.004821371893041029,0.00804686489840245,0.005367057766434993,-0.014018530311146592,0.11113168161844186,-0.009001917670573678,-0.03359307971943848,0.01677977974643645,-0.01127438246948953,-0.013668868142279354,-0.019243289019698358,-0.42780012481071455,0.008506190932520728,0.012555860527978392,0,0,-0.02777049608746296,-0.0013557484179763657,-0.005754692554861274,3.089996337890625,31.592492791179065,7.070717698343181,0.0028143519471321987,0.0005810914346444651,37.243039737740624,2,185.32000732421875,185.52999877929688,182.44000244140625,184.1499938964844,54630500,183.86000061035156,-0.0015747667431140755,0,False
2024-02-15,AAPL,185.80999755859375,-303480700,2,56062315.0,-0.6209028148694086,-1.1325128814276582,3.1715684835108777,-0.027802736576435092,1.1671744201073395,0.004395213637776666,0.029173560365463754,39.21708192798914,-0.001576007991550676,-0.025287622058984383,0.0056557406124736025,-0.017491729883995093,0.13013873007954754,-0.01127438246948953,0.1977649847612597,0.01707820830645482,-0.004809767736384307,-0.010494574962939068,-0.005969980380890741,-0.5116100665582496,0.007074069154364595,0.0100292650997575,0,0,-0.023683127338608667,-0.01605480033287454,0.0028143519471321987,3.1399993896484943,35.59846870062249,7.517071625913883,-0.009001917670573678,-0.005754692554861274,33.73657163846352,3,183.5500030517578,184.4900054931641,181.3500061035156,183.86000061035156,65434500,182.30999755859375,-0.008430343993322875,0,False
2024-02-16,AAPL,184.5019958496094,-353182100,2,55110335.0,-0.7785473125001248,-1.4091253030229893,3.1721713014436927,-0.033635388294229324,0.9018526198398177,-0.008183923603427123,0.00803664356516651,36.29404650144014,-0.008466080331399369,-0.0482877433592086,0.003825980735275088,-0.022016335001903795,0.08248260943622057,-0.004809767736384307,-0.24044044044044044,0.017442860935524072,-0.0015747667431140755,-0.01188062102483905,-0.00024642038989575177,-0.6305779905228646,0.00731569059698881,0.009327878215787705,0,0,-0.034630703381269834,-0.019047664399591713,-0.009001917670573678,3.180007934570284,24.382444737056478,8.056044862900443,-0.01127438246948953,0.0028143519471321987,30.524468742952678,4,183.4199981689453,184.8500061035156,181.6699981689453,182.30999755859375,49701400,181.55999755859375,-0.004113872031395016,0,False
2024-02-20,AAPL,183.38399658203124,-406847700,2,54786920.0,-0.9567608677138835,-1.6696150885689178,3.119158542467804,-0.034455623084414994,0.9795330710322829,-0.013589914038347972,0.017426822331196176,34.93711105518467,-0.0041223572824271755,-0.06359276842471828,0.0038168786558028345,-0.02475551279436487,0.08459422022755167,-0.0015747667431140755,0.07976032868289429,0.013383965126993535,-0.008430343993322875,-0.00994633696196922,0.009476042006952956,-0.7128542208550344,0.006047787776984745,0.008674816069650548,0,0,-0.029869070372412487,-0.03260867090803787,-0.01127438246948953,2.42999267578125,19.576245433679244,8.29444961100184,-0.004809767736384307,-0.009001917670573678,26.519052957119403,1,181.7899932861328,182.42999267578125,180.0,181.55999755859375,53665600,182.32000732421875,0.004185997884141424,1,False
2024-02-21,AAPL,182.83999938964843,-365318000,2,54745625.0,-1.1242182972030446,-1.7940480151596887,3.055646912830039,-0.027086980748973644,0.7585939515714726,-0.001334206218315386,0.013502035926249248,37.48765143848712,0.004177260968319589,-0.06588782577179708,0.004681378702698673,-0.024312150614921972,0.15933358817611648,-0.008430343993322875,-0.22613927730240602,0.012231217847493286,-0.004113872031395016,-0.0028439732398025577,0.0055202041024568094,-0.6698297179566441,0.005174061203191992,0.008543208369569219,0,0,-0.014699449095353478,-0.03687266568944858,-0.004809767736384307,2.229995727539091,26.017004493582906,7.951174465352626,-0.0015747667431140755,-0.01127438246948953,23.325231554772873,2,181.94000244140625,182.88999938964844,180.66000366210935,182.32000732421875,41529700,184.3699951171875,0.011243899246467626,1,False
